using,ram,screen,capacity,fre,core
809.4,4,6.5,5000,2,8
725.2,4,6.5,5000,2,8
749.7,4,6.5,5000,2,8
716.6,4,6.5,5000,2,8
760.9,4,6.5,5000,2,8
711.7,4,6.5,5000,2,8
754.2,4,6.5,5000,2,8
829.4,4,6.5,5000,2,8
795.0,4,6.5,5000,2,8
833.7,4,6.5,5000,2,8
789.9,4,6.5,5000,2,8
823.1,4,6.5,5000,2,8
792.1,4,6.5,5000,2,8
787.2,8,6.6,5000,2.2,8
779.1,8,6.6,5000,2.2,8
787.7,8,6.6,5000,2.2,8
795.5,8,6.6,5000,2.2,8
760.9,8,6.6,5000,2.2,8
813.4,8,6.6,5000,2.2,8
754.8,8,6.6,5000,2.2,8
776.3,8,6.6,5000,2.2,8
803.0,8,6.6,5000,2.2,8
800.7,8,6.6,5000,2.2,8
806.5,8,6.6,5000,2.2,8
792.9,8,6.6,5000,2.2,8
779.4,8,6.6,5000,2.2,8
776.6,8,6.6,5000,2.2,8
754.9,8,6.6,5000,2.2,8
820.0,8,6.6,5000,2.2,8
785.5,8,6.6,5000,2.2,8
772.9,8,6.6,5000,2.2,8
758.7,8,6.6,5000,2.2,8
790.7,8,6.6,5000,2.2,8
765.4,8,6.6,5000,2.2,8
791.7,8,6.6,5000,2.2,8
784.6,8,6.6,5000,2.2,8
770.9,8,6.6,5000,2.2,8
816.5,8,6.6,5000,2.2,8
762.8,8,6.6,5000,2.2,8
782.3,8,6.6,5000,2.2,8
791.0,8,6.6,5000,2.2,8
772.0,8,6.6,5000,2.2,8
788.8,8,6.6,5000,2.2,8
760.8,8,6.6,5000,2.2,8
757.7,8,6.6,5000,2.2,8
763.3,8,6.6,5000,2.2,8
779.3,8,6.6,5000,2.2,8
765.8,8,6.6,5000,2.2,8
770.2,8,6.6,5000,2.2,8
795.4,8,6.6,5000,2.2,8
811.1,8,6.6,5000,2.2,8
791.9,8,6.6,5000,2.2,8
781.6,8,6.6,5000,2.2,8
798.4,8,6.6,5000,2.2,8
778.9,8,6.6,5000,2.2,8
778.0,8,6.6,5000,2.2,8
772.2,8,6.6,5000,2.2,8
778.5,8,6.6,5000,2.2,8
799.6,8,6.6,5000,2.2,8
804.9,8,6.6,5000,2.2,8
812.8,8,6.6,5000,2.2,8
799.2,8,6.6,5000,2.2,8
756.0,8,6.6,5000,2.2,8
806.8,8,6.6,5000,2.2,8
818.0,8,6.6,5000,2.2,8
795.1,8,6.6,5000,2.2,8
795.2,8,6.6,5000,2.2,8
802.2,8,6.6,5000,2.2,8
798.2,8,6.6,5000,2.2,8
791.1,8,6.6,5000,2.2,8
769.9,8,6.6,5000,2.2,8
812.3,8,6.6,5000,2.2,8
797.3,8,6.6,5000,2.2,8
778.3,8,6.6,5000,2.2,8
811.3,8,6.6,5000,2.2,8
812.9,8,6.6,5000,2.2,8
771.0,8,6.6,5000,2.2,8
614.7,8,6.6,5000,2.2,8
681.5,8,6.6,5000,2.2,8
696.2,8,6.6,5000,2.2,8
629.8,8,6.6,5000,2.2,8
658.1,8,6.6,5000,2.2,8
671.9,8,6.6,5000,2.2,8
638.7,8,6.6,5000,2.2,8
631.2,8,6.6,5000,2.2,8
681.3,8,6.6,5000,2.2,8
645.0,8,6.6,5000,2.2,8
635.9,8,6.6,5000,2.2,8
674.8,8,6.6,5000,2.2,8
645.8,8,6.6,5000,2.2,8
683.3,8,6.6,5000,2.2,8
609.9,8,6.6,5000,2.2,8
623.0,8,6.6,5000,2.2,8
695.8,8,6.6,5000,2.2,8
671.3,8,6.6,5000,2.2,8
628.7,8,6.6,5000,2.2,8
679.4,8,6.6,5000,2.2,8
643.6,8,6.6,5000,2.2,8
668.2,8,6.6,5000,2.2,8
625.6,8,6.6,5000,2.2,8
631.4,8,6.6,5000,2.2,8
618.3,8,6.6,5000,2.2,8
666.7,8,6.6,5000,2.2,8
692.4,8,6.6,5000,2.2,8
650.8,8,6.6,5000,2.2,8
693.9,8,6.6,5000,2.2,8
654.6,8,6.6,5000,2.2,8
646.9,8,6.6,5000,2.2,8
613.9,8,6.6,5000,2.2,8
650.5,8,6.6,5000,2.2,8
655.4,8,6.6,5000,2.2,8
612.6,8,6.6,5000,2.2,8
642.0,8,6.6,5000,2.2,8
660.5,8,6.6,5000,2.2,8
686.1,8,6.6,5000,2.2,8
668.9,8,6.6,5000,2.2,8
640.5,8,6.6,5000,2.2,8
606.8,8,6.6,5000,2.2,8
621.7,8,6.6,5000,2.2,8
624.7,8,6.6,5000,2.2,8
648.3,8,6.6,5000,2.2,8
664.4,8,6.6,5000,2.2,8
686.7,8,6.6,5000,2.2,8
608.2,8,6.6,5000,2.2,8
632.9,8,6.6,5000,2.2,8
662.6,8,6.6,5000,2.2,8
652.0,8,6.6,5000,2.2,8
620.9,8,6.6,5000,2.2,8
622.7,8,6.6,5000,2.2,8
649.1,8,6.6,5000,2.2,8
666.0,8,6.6,5000,2.2,8
682.8,8,6.6,5000,2.2,8
658.8,8,6.6,5000,2.2,8
647.3,8,6.6,5000,2.2,8
654.3,8,6.6,5000,2.2,8
657.2,8,6.6,5000,2.2,8
679.9,8,6.6,5000,2.2,8
619.6,8,6.6,5000,2.2,8
640.3,8,6.6,5000,2.2,8
634.8,8,6.6,5000,2.2,8
635.2,8,6.6,5000,2.2,8
657.8,8,6.6,5000,2.2,8
612.0,8,6.6,5000,2.2,8
680.5,8,6.6,5000,2.2,8
620.4,8,6.6,5000,2.2,8
654.7,8,6.6,5000,2.2,8
637.4,8,6.6,5000,2.2,8
641.6,8,6.6,5000,2.2,8
654.8,8,6.6,5000,2.2,8
649.3,8,6.6,5000,2.2,8
652.6,8,6.6,5000,2.2,8
620.1,8,6.6,5000,2.2,8
610.5,8,6.6,5000,2.2,8
636.0,8,6.6,5000,2.2,8
671.1,8,6.6,5000,2.2,8
651.3,8,6.6,5000,2.2,8
655.0,8,6.6,5000,2.2,8
646.1,8,6.6,5000,2.2,8
646.2,8,6.6,5000,2.2,8
672.4,8,6.6,5000,2.2,8
644.7,8,6.6,5000,2.2,8
661.6,8,6.6,5000,2.2,8
649.6,8,6.6,5000,2.2,8
642.3,8,6.6,5000,2.2,8
647.9,8,6.6,5000,2.2,8
649.9,8,6.6,5000,2.2,8
622.9,8,6.6,5000,2.2,8
629.0,8,6.6,5000,2.2,8
660.8,8,6.6,5000,2.2,8
633.3,8,6.6,5000,2.2,8
624.1,8,6.6,5000,2.2,8
650.2,8,6.6,5000,2.2,8
646.7,8,6.6,5000,2.2,8
628.3,8,6.6,5000,2.2,8
630.1,8,6.6,5000,2.2,8
643.0,8,6.6,5000,2.2,8
630.4,8,6.6,5000,2.2,8
656.5,8,6.6,5000,2.2,8
656.9,8,6.6,5000,2.2,8
656.1,8,6.6,5000,2.2,8
621.5,8,6.6,5000,2.2,8
628.0,8,6.6,5000,2.2,8
647.0,8,6.6,5000,2.2,8
612.4,8,6.6,5000,2.2,8
635.5,8,6.6,5000,2.2,8
658.5,8,6.6,5000,2.2,8
639.0,8,6.6,5000,2.2,8
637.1,8,6.6,5000,2.2,8
632.3,8,6.6,5000,2.2,8
652.5,8,6.6,5000,2.2,8
650.9,8,6.6,5000,2.2,8
627.5,8,6.6,5000,2.2,8
643.8,8,6.6,5000,2.2,8
638.3,8,6.6,5000,2.2,8
653.6,8,6.6,5000,2.2,8
614.1,8,6.6,5000,2.2,8
646.0,8,6.6,5000,2.2,8
646.3,8,6.6,5000,2.2,8
642.5,8,6.6,5000,2.2,8
639.7,8,6.6,5000,2.2,8
622.4,8,6.6,5000,2.2,8
621.7,8,6.6,5000,2.2,8
651.1,8,6.6,5000,2.2,8
637.8,8,6.6,5000,2.2,8
641.9,8,6.6,5000,2.2,8
626.6,8,6.6,5000,2.2,8
626.7,8,6.6,5000,2.2,8
622.7,8,6.6,5000,2.2,8
635.8,8,6.6,5000,2.2,8
623.9,8,6.6,5000,2.2,8
635.9,8,6.6,5000,2.2,8
650.9,8,6.6,5000,2.2,8
626.1,8,6.6,5000,2.2,8
631.3,8,6.6,5000,2.2,8
623.2,8,6.6,5000,2.2,8
619.7,8,6.6,5000,2.2,8
613.2,8,6.6,5000,2.2,8
636.3,8,6.6,5000,2.2,8
625.2,8,6.6,5000,2.2,8
649.9,8,6.6,5000,2.2,8
632.5,8,6.6,5000,2.2,8
642.2,8,6.6,5000,2.2,8
630.1,8,6.6,5000,2.2,8
646.3,8,6.6,5000,2.2,8
648.4,8,6.6,5000,2.2,8
633.9,8,6.6,5000,2.2,8
561.7,4,6.3,4000,2.2,8
477.9,4,6.3,4000,2.2,8
524.1,4,6.3,4000,2.2,8
572.9,4,6.3,4000,2.2,8
508.5,4,6.3,4000,2.2,8
523.4,4,6.3,4000,2.2,8
582.6,4,6.3,4000,2.2,8
593.7,4,6.3,4000,2.2,8
545.5,4,6.3,4000,2.2,8
478.7,4,6.3,4000,2.2,8
487.2,4,6.3,4000,2.2,8
592.4,4,6.3,4000,2.2,8
571.6,4,6.3,4000,2.2,8
499.3,4,6.3,4000,2.2,8
482.2,4,6.3,4000,2.2,8
503.8,4,6.3,4000,2.2,8
493.5,4,6.3,4000,2.2,8
498.4,4,6.3,4000,2.2,8
584.1,4,6.3,4000,2.2,8
571.9,4,6.3,4000,2.2,8
485.4,4,6.3,4000,2.2,8
568.8,4,6.3,4000,2.2,8
555.9,4,6.3,4000,2.2,8
499.1,4,6.3,4000,2.2,8
554.3,4,6.3,4000,2.2,8
482.8,4,6.3,4000,2.2,8
590.1,4,6.3,4000,2.2,8
585.8,4,6.3,4000,2.2,8
525.5,4,6.3,4000,2.2,8
483.3,4,6.3,4000,2.2,8
561.3,4,6.3,4000,2.2,8
573.2,4,6.3,4000,2.2,8
563.6,4,6.3,4000,2.2,8
558.2,4,6.3,4000,2.2,8
581.4,4,6.3,4000,2.2,8
493.8,4,6.3,4000,2.2,8
470.9,4,6.3,4000,2.2,8
562.7,4,6.3,4000,2.2,8
546.2,4,6.3,4000,2.2,8
521.3,4,6.3,4000,2.2,8
565.5,4,6.3,4000,2.2,8
556.3,4,6.3,4000,2.2,8
516.4,4,6.3,4000,2.2,8
497.9,4,6.3,4000,2.2,8
508.3,4,6.3,4000,2.2,8
483.7,4,6.3,4000,2.2,8
512.1,4,6.3,4000,2.2,8
566.8,4,6.3,4000,2.2,8
556.1,4,6.3,4000,2.2,8
542.8,4,6.3,4000,2.2,8
566.3,4,6.3,4000,2.2,8
542.1,4,6.3,4000,2.2,8
586.9,4,6.3,4000,2.2,8
583.2,4,6.3,4000,2.2,8
502.0,4,6.3,4000,2.2,8
520.2,4,6.3,4000,2.2,8
564.9,4,6.3,4000,2.2,8
514.0,4,6.3,4000,2.2,8
522.7,4,6.3,4000,2.2,8
552.9,4,6.3,4000,2.2,8
550.7,4,6.3,4000,2.2,8
577.7,4,6.3,4000,2.2,8
481.5,4,6.3,4000,2.2,8
507.5,4,6.3,4000,2.2,8
573.5,4,6.3,4000,2.2,8
515.2,4,6.3,4000,2.2,8
556.6,4,6.3,4000,2.2,8
568.5,4,6.3,4000,2.2,8
563.8,4,6.3,4000,2.2,8
545.8,4,6.3,4000,2.2,8
547.5,4,6.3,4000,2.2,8
542.7,4,6.3,4000,2.2,8
565.4,4,6.3,4000,2.2,8
518.5,4,6.3,4000,2.2,8
508.4,4,6.3,4000,2.2,8
518.6,4,6.3,4000,2.2,8
523.0,4,6.3,4000,2.2,8
548.6,4,6.3,4000,2.2,8
480.6,4,6.3,4000,2.2,8
552.3,4,6.3,4000,2.2,8
540.5,4,6.3,4000,2.2,8
566.2,4,6.3,4000,2.2,8
526.9,4,6.3,4000,2.2,8
561.0,4,6.3,4000,2.2,8
573.6,4,6.3,4000,2.2,8
523.4,4,6.3,4000,2.2,8
545.0,4,6.3,4000,2.2,8
509.6,4,6.3,4000,2.2,8
504.7,4,6.3,4000,2.2,8
539.2,4,6.3,4000,2.2,8
537.1,4,6.3,4000,2.2,8
528.2,4,6.3,4000,2.2,8
523.9,4,6.3,4000,2.2,8
557.5,4,6.3,4000,2.2,8
562.1,4,6.3,4000,2.2,8
513.7,4,6.3,4000,2.2,8
542.1,4,6.3,4000,2.2,8
550.5,4,6.3,4000,2.2,8
554.7,4,6.3,4000,2.2,8
521.6,4,6.3,4000,2.2,8
502.5,4,6.3,4000,2.2,8
508.7,4,6.3,4000,2.2,8
529.4,4,6.3,4000,2.2,8
493.9,4,6.3,4000,2.2,8
496.3,4,6.3,4000,2.2,8
533.3,4,6.3,4000,2.2,8
527.8,4,6.3,4000,2.2,8
543.6,4,6.3,4000,2.2,8
554.2,4,6.3,4000,2.2,8
546.3,4,6.3,4000,2.2,8
535.8,4,6.3,4000,2.2,8
500.8,4,6.3,4000,2.2,8
508.6,4,6.3,4000,2.2,8
506.1,4,6.3,4000,2.2,8
531.9,4,6.3,4000,2.2,8
520.3,4,6.3,4000,2.2,8
510.1,4,6.3,4000,2.2,8
536.3,4,6.3,4000,2.2,8
529.2,4,6.3,4000,2.2,8
530.8,4,6.3,4000,2.2,8
521.5,4,6.3,4000,2.2,8
528.9,4,6.3,4000,2.2,8
502.3,4,6.3,4000,2.2,8
527.4,4,6.3,4000,2.2,8
526.7,4,6.3,4000,2.2,8
504.2,4,6.3,4000,2.2,8
547.1,4,6.3,4000,2.2,8
504.4,4,6.3,4000,2.2,8
543.7,4,6.3,4000,2.2,8
536.8,4,6.3,4000,2.2,8
514.8,4,6.3,4000,2.2,8
504.9,4,6.3,4000,2.2,8
532.9,4,6.3,4000,2.2,8
513.9,4,6.3,4000,2.2,8
523.0,4,6.3,4000,2.2,8
539.9,4,6.3,4000,2.2,8
514.4,4,6.3,4000,2.2,8
793.6,8,6.6,5020,2.3,8
783.9,8,6.6,5020,2.3,8
761.2,8,6.6,5020,2.3,8
781.0,8,6.6,5020,2.3,8
799.4,8,6.6,5020,2.3,8
742.5,8,6.6,5020,2.3,8
798.3,8,6.6,5020,2.3,8
723.1,8,6.6,5020,2.3,8
707.8,8,6.6,5020,2.3,8
775.4,8,6.6,5020,2.3,8
785.7,8,6.6,5020,2.3,8
744.0,8,6.6,5020,2.3,8
781.8,8,6.6,5020,2.3,8
716.4,8,6.6,5020,2.3,8
715.2,8,6.6,5020,2.3,8
733.0,8,6.6,5020,2.3,8
752.9,8,6.6,5020,2.3,8
799.1,8,6.6,5020,2.3,8
732.3,8,6.6,5020,2.3,8
711.1,8,6.6,5020,2.3,8
757.7,8,6.6,5020,2.3,8
794.4,8,6.6,5020,2.3,8
796.8,8,6.6,5020,2.3,8
736.7,8,6.6,5020,2.3,8
742.7,8,6.6,5020,2.3,8
749.2,8,6.6,5020,2.3,8
732.6,8,6.6,5020,2.3,8
733.4,8,6.6,5020,2.3,8
730.7,8,6.6,5020,2.3,8
732.9,8,6.6,5020,2.3,8
787.9,8,6.6,5020,2.3,8
798.7,8,6.6,5020,2.3,8
719.4,8,6.6,5020,2.3,8
727.8,8,6.6,5020,2.3,8
722.3,8,6.6,5020,2.3,8
753.3,8,6.6,5020,2.3,8
711.7,8,6.6,5020,2.3,8
732.1,8,6.6,5020,2.3,8
719.8,8,6.6,5020,2.3,8
754.8,8,6.6,5020,2.3,8
725.7,8,6.6,5020,2.3,8
719.9,8,6.6,5020,2.3,8
735.5,8,6.6,5020,2.3,8
786.2,8,6.6,5020,2.3,8
783.7,8,6.6,5020,2.3,8
772.3,8,6.6,5020,2.3,8
787.4,8,6.6,5020,2.3,8
771.7,8,6.6,5020,2.3,8
774.4,8,6.6,5020,2.3,8
781.4,8,6.6,5020,2.3,8
720.1,8,6.6,5020,2.3,8
748.3,8,6.6,5020,2.3,8
713.8,8,6.6,5020,2.3,8
757.1,8,6.6,5020,2.3,8
775.8,8,6.6,5020,2.3,8
769.8,8,6.6,5020,2.3,8
794.1,8,6.6,5020,2.3,8
770.6,8,6.6,5020,2.3,8
785.1,8,6.6,5020,2.3,8
797.1,8,6.6,5020,2.3,8
756.2,8,6.6,5020,2.3,8
794.7,8,6.6,5020,2.3,8
769.4,8,6.6,5020,2.3,8
745.4,8,6.6,5020,2.3,8
730.2,8,6.6,5020,2.3,8
740.5,8,6.6,5020,2.3,8
795.9,8,6.6,5020,2.3,8
785.3,8,6.6,5020,2.3,8
769.2,8,6.6,5020,2.3,8
791.3,8,6.6,5020,2.3,8
791.8,8,6.6,5020,2.3,8
733.8,8,6.6,5020,2.3,8
779.4,8,6.6,5020,2.3,8
746.5,8,6.6,5020,2.3,8
789.8,8,6.6,5020,2.3,8
726.9,8,6.6,5020,2.3,8
778.6,8,6.6,5020,2.3,8
769.1,8,6.6,5020,2.3,8
563.8,8,6.6,5000,2.6,8
478.7,8,6.6,5000,2.6,8
524.6,8,6.6,5000,2.6,8
571.0,8,6.6,5000,2.6,8
573.9,8,6.6,5000,2.6,8
516.5,8,6.6,5000,2.6,8
538.1,8,6.6,5000,2.6,8
554.6,8,6.6,5000,2.6,8
473.6,8,6.6,5000,2.6,8
506.2,8,6.6,5000,2.6,8
588.9,8,6.6,5000,2.6,8
595.7,8,6.6,5000,2.6,8
586.0,8,6.6,5000,2.6,8
456.3,8,6.6,5000,2.6,8
462.7,8,6.6,5000,2.6,8
591.1,8,6.6,5000,2.6,8
573.3,8,6.6,5000,2.6,8
513.9,8,6.6,5000,2.6,8
439.0,8,6.6,5000,2.6,8
550.9,8,6.6,5000,2.6,8
593.4,8,6.6,5000,2.6,8
582.4,8,6.6,5000,2.6,8
542.2,8,6.6,5000,2.6,8
511.8,8,6.6,5000,2.6,8
503.4,8,6.6,5000,2.6,8
591.6,8,6.6,5000,2.6,8
459.1,8,6.6,5000,2.6,8
450.8,8,6.6,5000,2.6,8
517.1,8,6.6,5000,2.6,8
587.6,8,6.6,5000,2.6,8
512.9,8,6.6,5000,2.6,8
484.1,8,6.6,5000,2.6,8
502.0,8,6.6,5000,2.6,8
536.9,8,6.6,5000,2.6,8
541.4,8,6.6,5000,2.6,8
474.7,8,6.6,5000,2.6,8
482.9,8,6.6,5000,2.6,8
457.4,8,6.6,5000,2.6,8
565.3,8,6.6,5000,2.6,8
508.3,8,6.6,5000,2.6,8
523.0,8,6.6,5000,2.6,8
500.5,8,6.6,5000,2.6,8
473.9,8,6.6,5000,2.6,8
541.9,8,6.6,5000,2.6,8
572.3,8,6.6,5000,2.6,8
488.4,8,6.6,5000,2.6,8
461.5,8,6.6,5000,2.6,8
507.5,8,6.6,5000,2.6,8
542.7,8,6.6,5000,2.6,8
566.7,8,6.6,5000,2.6,8
551.2,8,6.6,5000,2.6,8
480.0,8,6.6,5000,2.6,8
528.4,8,6.6,5000,2.6,8
496.8,8,6.6,5000,2.6,8
584.3,8,6.6,5000,2.6,8
467.1,8,6.6,5000,2.6,8
521.6,8,6.6,5000,2.6,8
559.7,8,6.6,5000,2.6,8
543.0,8,6.6,5000,2.6,8
568.9,8,6.6,5000,2.6,8
470.2,8,6.6,5000,2.6,8
501.2,8,6.6,5000,2.6,8
546.2,8,6.6,5000,2.6,8
545.4,8,6.6,5000,2.6,8
463.2,8,6.6,5000,2.6,8
465.4,8,6.6,5000,2.6,8
589.0,8,6.6,5000,2.6,8
573.5,8,6.6,5000,2.6,8
499.1,8,6.6,5000,2.6,8
495.4,8,6.6,5000,2.6,8
469.2,8,6.6,5000,2.6,8
513.6,8,6.6,5000,2.6,8
582.1,8,6.6,5000,2.6,8
505.3,8,6.6,5000,2.6,8
521.3,8,6.6,5000,2.6,8
474.3,8,6.6,5000,2.6,8
522.8,8,6.6,5000,2.6,8
501.8,8,6.6,5000,2.6,8
569.6,8,6.6,5000,2.6,8
514.2,8,6.6,5000,2.6,8
523.6,8,6.6,5000,2.6,8
506.7,8,6.6,5000,2.6,8
563.1,8,6.6,5000,2.6,8
516.3,8,6.6,5000,2.6,8
507.5,8,6.6,5000,2.6,8
561.6,8,6.6,5000,2.6,8
480.4,8,6.6,5000,2.6,8
486.5,8,6.6,5000,2.6,8
510.7,8,6.6,5000,2.6,8
569.9,8,6.6,5000,2.6,8
523.3,8,6.6,5000,2.6,8
506.2,8,6.6,5000,2.6,8
551.1,8,6.6,5000,2.6,8
578.2,8,6.6,5000,2.6,8
523.9,8,6.6,5000,2.6,8
473.1,8,6.6,5000,2.6,8
579.8,8,6.6,5000,2.6,8
540.5,8,6.6,5000,2.6,8
530.9,8,6.6,5000,2.6,8
582.4,8,6.6,5000,2.6,8
554.9,8,6.6,5000,2.6,8
586.8,8,6.6,5000,2.6,8
565.8,8,6.6,5000,2.6,8
584.2,8,6.6,5000,2.6,8
498.5,8,6.6,5000,2.6,8
547.4,8,6.6,5000,2.6,8
525.6,8,6.6,5000,2.6,8
515.2,8,6.6,5000,2.6,8
525.7,8,6.6,5000,2.6,8
563.0,8,6.6,5000,2.6,8
519.3,8,6.6,5000,2.6,8
540.3,8,6.6,5000,2.6,8
478.9,8,6.6,5000,2.6,8
549.7,8,6.6,5000,2.6,8
517.1,8,6.6,5000,2.6,8
529.7,8,6.6,5000,2.6,8
481.5,8,6.6,5000,2.6,8
497.3,8,6.6,5000,2.6,8
563.7,8,6.6,5000,2.6,8
551.6,8,6.6,5000,2.6,8
500.4,8,6.6,5000,2.6,8
511.8,8,6.6,5000,2.6,8
552.5,8,6.6,5000,2.6,8
580.9,8,6.6,5000,2.6,8
559.8,8,6.6,5000,2.6,8
539.3,8,6.6,5000,2.6,8
523.4,8,6.6,5000,2.6,8
582.9,8,6.6,5000,2.6,8
580.5,8,6.6,5000,2.6,8
521.0,8,6.6,5000,2.6,8
557.3,8,6.6,5000,2.6,8
555.5,8,6.6,5000,2.6,8
493.9,8,6.6,5000,2.6,8
576.1,8,6.6,5000,2.6,8
504.1,8,6.6,5000,2.6,8
564.6,8,6.6,5000,2.6,8
565.4,8,6.6,5000,2.6,8
519.7,8,6.6,5000,2.6,8
515.8,8,6.6,5000,2.6,8
580.3,8,6.6,5000,2.6,8
544.9,8,6.6,5000,2.6,8
524.8,8,6.6,5000,2.6,8
507.1,8,6.6,5000,2.6,8
544.5,8,6.6,5000,2.6,8
544.0,8,6.6,5000,2.6,8
541.2,8,6.6,5000,2.6,8
539.8,8,6.6,5000,2.6,8
522.0,8,6.6,5000,2.6,8
481.6,8,6.6,5000,2.6,8
532.7,8,6.6,5000,2.6,8
580.7,8,6.6,5000,2.6,8
499.0,8,6.6,5000,2.6,8
542.1,8,6.6,5000,2.6,8
542.3,8,6.6,5000,2.6,8
510.4,8,6.6,5000,2.6,8
515.7,8,6.6,5000,2.6,8
544.8,8,6.6,5000,2.6,8
481.4,8,6.6,5000,2.6,8
539.6,8,6.6,5000,2.6,8
551.3,8,6.5,4500,2.4,8
583.2,8,6.5,4500,2.4,8
479.1,8,6.5,4500,2.4,8
514.7,8,6.5,4500,2.4,8
575.8,8,6.5,4500,2.4,8
554.6,8,6.5,4500,2.4,8
501.4,8,6.5,4500,2.4,8
556.2,8,6.5,4500,2.4,8
569.7,8,6.5,4500,2.4,8
507.9,8,6.5,4500,2.4,8
487.2,8,6.5,4500,2.4,8
590.4,8,6.5,4500,2.4,8
520.3,8,6.5,4500,2.4,8
563.9,8,6.5,4500,2.4,8
556.1,8,6.5,4500,2.4,8
589.0,8,6.5,4500,2.4,8
536.3,8,6.5,4500,2.4,8
594.7,8,6.5,4500,2.4,8
495.5,8,6.5,4500,2.4,8
464.9,8,6.5,4500,2.4,8
579.8,8,6.5,4500,2.4,8
551.4,8,6.5,4500,2.4,8
511.6,8,6.5,4500,2.4,8
482.2,8,6.5,4500,2.4,8
544.0,8,6.5,4500,2.4,8
498.5,8,6.5,4500,2.4,8
592.3,8,6.5,4500,2.4,8
513.9,8,6.5,4500,2.4,8
571.2,8,6.5,4500,2.4,8
481.1,8,6.5,4500,2.4,8
570.2,8,6.5,4500,2.4,8
490.7,8,6.5,4500,2.4,8
467.6,8,6.5,4500,2.4,8
536.8,8,6.5,4500,2.4,8
504.9,8,6.5,4500,2.4,8
562.6,8,6.5,4500,2.4,8
579.3,8,6.5,4500,2.4,8
589.7,8,6.5,4500,2.4,8
498.6,8,6.5,4500,2.4,8
571.8,8,6.5,4500,2.4,8
561.0,8,6.5,4500,2.4,8
500.8,8,6.5,4500,2.4,8
495.1,8,6.5,4500,2.4,8
590.9,8,6.5,4500,2.4,8
571.9,8,6.5,4500,2.4,8
543.6,8,6.5,4500,2.4,8
484.6,8,6.5,4500,2.4,8
482.4,8,6.5,4500,2.4,8
529.8,8,6.5,4500,2.4,8
541.9,8,6.5,4500,2.4,8
579.4,8,6.5,4500,2.4,8
589.2,8,6.5,4500,2.4,8
525.5,8,6.5,4500,2.4,8
497.4,8,6.5,4500,2.4,8
517.8,8,6.5,4500,2.4,8
524.1,8,6.5,4500,2.4,8
584.1,8,6.5,4500,2.4,8
512.7,8,6.5,4500,2.4,8
576.0,8,6.5,4500,2.4,8
550.5,8,6.5,4500,2.4,8
523.1,8,6.5,4500,2.4,8
588.6,8,6.5,4500,2.4,8
578.7,8,6.5,4500,2.4,8
490.3,8,6.5,4500,2.4,8
590.5,8,6.5,4500,2.4,8
584.7,8,6.5,4500,2.4,8
532.2,8,6.5,4500,2.4,8
557.5,8,6.5,4500,2.4,8
563.3,8,6.5,4500,2.4,8
533.8,8,6.5,4500,2.4,8
489.6,8,6.5,4500,2.4,8
512.5,8,6.5,4500,2.4,8
485.8,8,6.5,4500,2.4,8
497.6,8,6.5,4500,2.4,8
586.4,8,6.5,4500,2.4,8
504.1,8,6.5,4500,2.4,8
522.2,8,6.5,4500,2.4,8
530.7,8,6.5,4500,2.4,8
550.7,8,6.5,4500,2.4,8
540.4,8,6.5,4500,2.4,8
493.2,8,6.5,4500,2.4,8
553.7,8,6.5,4500,2.4,8
487.5,8,6.5,4500,2.4,8
572.2,8,6.5,4500,2.4,8
546.3,8,6.5,4500,2.4,8
547.4,8,6.5,4500,2.4,8
578.1,8,6.5,4500,2.4,8
517.3,8,6.5,4500,2.4,8
565.6,8,6.5,4500,2.4,8
573.1,8,6.5,4500,2.4,8
523.2,8,6.5,4500,2.4,8
505.0,8,6.5,4500,2.4,8
549.0,8,6.5,4500,2.4,8
537.2,8,6.5,4500,2.4,8
586.1,8,6.5,4500,2.4,8
497.9,8,6.5,4500,2.4,8
514.1,8,6.5,4500,2.4,8
530.5,8,6.5,4500,2.4,8
506.3,8,6.5,4500,2.4,8
521.6,8,6.5,4500,2.4,8
574.7,8,6.5,4500,2.4,8
564.4,8,6.5,4500,2.4,8
558.9,8,6.5,4500,2.4,8
590.6,8,6.5,4500,2.4,8
559.1,8,6.5,4500,2.4,8
520.2,8,6.5,4500,2.4,8
522.4,8,6.5,4500,2.4,8
577.9,8,6.5,4500,2.4,8
582.5,8,6.5,4500,2.4,8
533.6,8,6.5,4500,2.4,8
496.9,8,6.5,4500,2.4,8
519.2,8,6.5,4500,2.4,8
551.5,8,6.5,4500,2.4,8
552.0,8,6.5,4500,2.4,8
564.7,8,6.5,4500,2.4,8
524.4,8,6.5,4500,2.4,8
551.6,8,6.5,4500,2.4,8
551.7,8,6.5,4500,2.4,8
501.1,8,6.5,4500,2.4,8
590.7,8,6.5,4500,2.4,8
557.2,8,6.5,4500,2.4,8
548.6,8,6.5,4500,2.4,8
589.2,8,6.5,4500,2.4,8
511.8,8,6.5,4500,2.4,8
558.3,8,6.5,4500,2.4,8
552.6,8,6.5,4500,2.4,8
552.9,8,6.5,4500,2.4,8
505.9,8,6.5,4500,2.4,8
505.1,8,6.5,4500,2.4,8
567.3,8,6.5,4500,2.4,8
523.4,8,6.5,4500,2.4,8
546.1,8,6.5,4500,2.4,8
503.2,8,6.5,4500,2.4,8
588.8,8,6.5,4500,2.4,8
517.7,8,6.5,4500,2.4,8
511.9,8,6.5,4500,2.4,8
517.5,8,6.5,4500,2.4,8
